image_id,class,bounds
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2448, 2265, 2470, 2290)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2417, 2312, 2439, 2338)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2298, 1443, 2355, 1506)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2209, 1396, 2268, 1457)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2285, 1322, 2340, 1380)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2349, 1361, 2408, 1417)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1673, 1540, 1688, 1555)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1657, 1534, 1672, 1549)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1546, 1239, 1563, 1256)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1532, 1221, 1549, 1238)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1396, 1191, 1440, 1233)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1355, 1142, 1401, 1186)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1297, 1072, 1339, 1116)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1252, 1023, 1300, 1070)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1216, 977, 1253, 1018)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1174, 927, 1216, 971)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1132, 878, 1174, 924)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1089, 831, 1134, 875)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1010, 899, 1052, 942)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1048, 947, 1090, 988)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1089, 996, 1133, 1041)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1130, 1047, 1170, 1090)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1171, 1096, 1212, 1138)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1213, 1143, 1255, 1186)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1273, 1212, 1315, 1255)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1316, 1260, 1356, 1302)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1137, 1209, 1180, 1252)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1097, 1161, 1141, 1203)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1053, 1113, 1100, 1154)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1013, 1063, 1054, 1106)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(970, 1015, 1015, 1055)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(931, 965, 976, 1008)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(849, 1037, 892, 1079)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(890, 1085, 931, 1126)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(930, 1133, 974, 1174)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(971, 1182, 1018, 1223)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1012, 1231, 1055, 1273)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1054, 1278, 1099, 1322)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1120, 1353, 1164, 1400)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1071, 1396, 1114, 1439)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(977, 1344, 1021, 1388)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(937, 1295, 979, 1339)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(897, 1249, 939, 1290)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(854, 1199, 898, 1240)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(812, 1149, 857, 1191)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(772, 1102, 816, 1146)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(914, 1415, 949, 1446)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(875, 1365, 909, 1397)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(807, 1320, 849, 1362)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(764, 1272, 808, 1316)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(724, 1225, 767, 1267)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(683, 1177, 726, 1218)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1570, 1188, 1580, 1200)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(1579, 1201, 1590, 1213)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2548, 1306, 2558, 1314)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2544, 1337, 2553, 1345)"
e82b10d3-a51c-4be1-b448-4be0f0340aac,oil-storage-tank,"(2555, 1337, 2560, 1347)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(918, 1543, 947, 1573)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(960, 1515, 990, 1545)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1004, 1497, 1026, 1519)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1031, 1479, 1055, 1501)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1059, 1460, 1085, 1481)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1087, 1441, 1110, 1463)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1113, 1421, 1140, 1447)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(958, 1571, 1006, 1621)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1037, 1525, 1080, 1563)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1095, 1483, 1137, 1527)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1015, 1411, 1045, 1439)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1047, 1391, 1073, 1417)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1074, 1369, 1101, 1399)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1152, 1319, 1184, 1350)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1174, 1350, 1203, 1380)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1215, 1320, 1248, 1357)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1246, 1298, 1279, 1335)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1123, 1305, 1139, 1321)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1142, 1292, 1158, 1309)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1159, 1283, 1173, 1297)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1172, 1272, 1187, 1286)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1032, 1364, 1051, 1386)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1050, 1353, 1068, 1374)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1066, 1340, 1085, 1362)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1212, 1413, 1239, 1438)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1233, 1398, 1260, 1423)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1255, 1384, 1279, 1409)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1277, 1368, 1297, 1394)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1275, 1411, 1289, 1425)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1347, 1474, 1371, 1495)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1358, 1459, 1369, 1469)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1367, 1425, 1378, 1438)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1346, 1601, 1383, 1641)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1407, 1550, 1435, 1576)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1440, 1526, 1468, 1556)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1474, 1504, 1499, 1528)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1444, 1587, 1457, 1600)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1455, 1578, 1465, 1592)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1468, 1569, 1478, 1582)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1480, 1561, 1491, 1574)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1503, 1543, 1517, 1560)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1529, 1466, 1569, 1508)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1582, 1435, 1617, 1471)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(960, 713, 993, 744)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1039, 735, 1053, 752)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1081, 766, 1097, 783)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1107, 758, 1130, 783)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1116, 677, 1159, 722)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1043, 657, 1087, 697)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1153, 615, 1199, 657)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1195, 547, 1242, 592)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1119, 527, 1168, 573)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(983, 541, 1046, 600)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(1064, 581, 1114, 629)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(2074, 120, 2110, 155)"
fc6229a8-0077-4ee4-93d3-9c13e1720da8,oil-storage-tank,"(2059, 158, 2098, 194)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(599, 1313, 667, 1376)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(643, 1373, 708, 1435)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(655, 1248, 678, 1272)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(681, 1233, 707, 1254)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(668, 1274, 699, 1298)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(697, 1256, 724, 1281)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(689, 1300, 717, 1328)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(716, 1282, 744, 1311)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(708, 1330, 736, 1358)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(737, 1311, 765, 1338)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(735, 1190, 776, 1223)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(773, 1163, 812, 1200)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(763, 1227, 802, 1264)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(797, 1200, 840, 1237)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(803, 1256, 835, 1285)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(832, 1239, 860, 1268)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(824, 1284, 851, 1311)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(851, 1266, 878, 1297)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(695, 1457, 746, 1503)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(798, 1441, 849, 1490)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(869, 1344, 917, 1392)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(912, 1406, 955, 1451)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(729, 1510, 783, 1555)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(843, 1504, 889, 1552)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(773, 1570, 821, 1615)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(813, 1624, 858, 1669)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(882, 1564, 933, 1608)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(975, 1499, 1023, 1544)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(849, 1678, 899, 1727)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(924, 1624, 982, 1674)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1018, 1563, 1065, 1607)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(468, 1509, 519, 1560)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(395, 1613, 436, 1654)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(419, 1650, 459, 1687)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(436, 1696, 462, 1722)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(456, 1677, 484, 1704)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(557, 1622, 598, 1659)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(587, 1665, 627, 1700)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(541, 1733, 578, 1768)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(619, 1706, 654, 1741)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(443, 1761, 507, 1824)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(485, 1821, 550, 1886)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(530, 1888, 594, 1948)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(567, 1774, 607, 1811)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(597, 1815, 634, 1852)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(624, 1855, 664, 1892)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(644, 1745, 683, 1782)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(672, 1783, 707, 1818)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(692, 1819, 734, 1859)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(887, 2205, 904, 2226)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(899, 2224, 918, 2243)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(913, 2244, 932, 2261)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(925, 2262, 946, 2282)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(905, 2186, 926, 2207)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(919, 2205, 939, 2226)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(936, 2229, 955, 2245)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(949, 2248, 968, 2267)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(928, 2176, 944, 2192)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(939, 2192, 956, 2209)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(955, 2214, 974, 2233)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(968, 2236, 989, 2253)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(820, 768, 855, 800)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(867, 740, 904, 769)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(852, 815, 891, 847)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(897, 785, 936, 816)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(901, 889, 941, 922)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(949, 857, 984, 892)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(936, 933, 970, 969)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(980, 901, 1017, 937)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(955, 1144, 971, 1161)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(936, 1155, 956, 1172)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(967, 1159, 982, 1178)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(948, 1172, 967, 1195)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(984, 1175, 992, 1188)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(976, 1180, 987, 1188)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(765, 1337, 776, 1349)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(755, 1344, 768, 1353)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(749, 1353, 760, 1360)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1102, 816, 1119, 833)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1112, 826, 1125, 841)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1121, 836, 1133, 847)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1126, 842, 1137, 853)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1157, 796, 1168, 807)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1168, 789, 1176, 800)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1164, 804, 1176, 815)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1170, 811, 1179, 821)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1176, 808, 1187, 820)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1170, 797, 1179, 810)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1205, 1540, 1220, 1554)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1214, 1553, 1228, 1566)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1338, 1384, 1358, 1401)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1357, 1412, 1383, 1436)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1333, 1435, 1352, 1452)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1306, 1452, 1329, 1471)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1386, 1368, 1426, 1403)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1437, 1334, 1472, 1370)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1491, 1266, 1518, 1292)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1514, 1300, 1541, 1327)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1523, 1246, 1554, 1273)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1546, 1276, 1574, 1305)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1577, 1235, 1614, 1272)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1627, 1201, 1665, 1237)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1563, 0, 1584, 16)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1629, 216, 1641, 227)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1638, 230, 1653, 242)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1623, 240, 1638, 254)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1601, 256, 1608, 267)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1597, 261, 1603, 268)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1593, 264, 1599, 271)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1588, 268, 1596, 274)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1605, 264, 1611, 273)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1601, 267, 1606, 274)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1597, 269, 1604, 277)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1593, 273, 1601, 282)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1637, 314, 1663, 336)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1613, 332, 1636, 354)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1651, 333, 1677, 356)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1625, 350, 1650, 372)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1636, 370, 1663, 394)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1653, 401, 1669, 414)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1661, 412, 1675, 425)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1669, 423, 1683, 437)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1681, 434, 1692, 446)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1677, 438, 1686, 448)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1685, 443, 1697, 453)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1692, 453, 1706, 462)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1700, 464, 1710, 473)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1797, 465, 1812, 478)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1783, 477, 1798, 489)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1766, 482, 1783, 496)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1751, 497, 1766, 511)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1735, 506, 1750, 519)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1802, 487, 1813, 498)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1791, 493, 1803, 507)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1778, 503, 1792, 515)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1762, 513, 1776, 525)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1746, 522, 1760, 535)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1762, 553, 1775, 565)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1769, 565, 1785, 577)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1837, 427, 1871, 461)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(1866, 468, 1900, 502)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(2032, 35, 2055, 57)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(2045, 53, 2067, 78)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(2058, 73, 2082, 95)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(2069, 91, 2095, 117)"
306e5537-8cf3-4e69-a7e6-58aad77af9be,oil-storage-tank,"(2091, 122, 2120, 150)"
